# TypeScript no-regression baseline
# Format: <count>	<normalized diagnostic key>
# Key: <file> :: <TS code> :: <message> (line/column stripped)
1	setup.ts :: TS2551 :: Property 'initContextCollapse' does not exist on type 'typeof import("/usr/local/develop/open-source/claude-code/services/contextCollapse/index")'. Did you mean 'resetContextCollapse'?
1	skills/bundled/claudeApiContent.ts :: TS2307 :: Cannot find module './claude-api/csharp/claude-api.md' or its corresponding type declarations.
1	skills/bundled/claudeApiContent.ts :: TS2307 :: Cannot find module './claude-api/curl/examples.md' or its corresponding type declarations.
1	skills/bundled/claudeApiContent.ts :: TS2307 :: Cannot find module './claude-api/go/claude-api.md' or its corresponding type declarations.
1	skills/bundled/claudeApiContent.ts :: TS2307 :: Cannot find module './claude-api/java/claude-api.md' or its corresponding type declarations.
1	skills/bundled/claudeApiContent.ts :: TS2307 :: Cannot find module './claude-api/php/claude-api.md' or its corresponding type declarations.
1	skills/bundled/claudeApiContent.ts :: TS2307 :: Cannot find module './claude-api/python/agent-sdk/patterns.md' or its corresponding type declarations.
1	skills/bundled/claudeApiContent.ts :: TS2307 :: Cannot find module './claude-api/python/agent-sdk/README.md' or its corresponding type declarations.
1	skills/bundled/claudeApiContent.ts :: TS2307 :: Cannot find module './claude-api/python/claude-api/batches.md' or its corresponding type declarations.
1	skills/bundled/claudeApiContent.ts :: TS2307 :: Cannot find module './claude-api/python/claude-api/files-api.md' or its corresponding type declarations.
1	skills/bundled/claudeApiContent.ts :: TS2307 :: Cannot find module './claude-api/python/claude-api/README.md' or its corresponding type declarations.
1	skills/bundled/claudeApiContent.ts :: TS2307 :: Cannot find module './claude-api/python/claude-api/streaming.md' or its corresponding type declarations.
1	skills/bundled/claudeApiContent.ts :: TS2307 :: Cannot find module './claude-api/python/claude-api/tool-use.md' or its corresponding type declarations.
1	skills/bundled/claudeApiContent.ts :: TS2307 :: Cannot find module './claude-api/ruby/claude-api.md' or its corresponding type declarations.
1	skills/bundled/claudeApiContent.ts :: TS2307 :: Cannot find module './claude-api/shared/error-codes.md' or its corresponding type declarations.
1	skills/bundled/claudeApiContent.ts :: TS2307 :: Cannot find module './claude-api/shared/live-sources.md' or its corresponding type declarations.
1	skills/bundled/claudeApiContent.ts :: TS2307 :: Cannot find module './claude-api/shared/models.md' or its corresponding type declarations.
1	skills/bundled/claudeApiContent.ts :: TS2307 :: Cannot find module './claude-api/shared/prompt-caching.md' or its corresponding type declarations.
1	skills/bundled/claudeApiContent.ts :: TS2307 :: Cannot find module './claude-api/shared/tool-use-concepts.md' or its corresponding type declarations.
1	skills/bundled/claudeApiContent.ts :: TS2307 :: Cannot find module './claude-api/SKILL.md' or its corresponding type declarations.
1	skills/bundled/claudeApiContent.ts :: TS2307 :: Cannot find module './claude-api/typescript/agent-sdk/patterns.md' or its corresponding type declarations.
1	skills/bundled/claudeApiContent.ts :: TS2307 :: Cannot find module './claude-api/typescript/agent-sdk/README.md' or its corresponding type declarations.
1	skills/bundled/claudeApiContent.ts :: TS2307 :: Cannot find module './claude-api/typescript/claude-api/batches.md' or its corresponding type declarations.
1	skills/bundled/claudeApiContent.ts :: TS2307 :: Cannot find module './claude-api/typescript/claude-api/files-api.md' or its corresponding type declarations.
1	skills/bundled/claudeApiContent.ts :: TS2307 :: Cannot find module './claude-api/typescript/claude-api/README.md' or its corresponding type declarations.
1	skills/bundled/claudeApiContent.ts :: TS2307 :: Cannot find module './claude-api/typescript/claude-api/streaming.md' or its corresponding type declarations.
1	skills/bundled/claudeApiContent.ts :: TS2307 :: Cannot find module './claude-api/typescript/claude-api/tool-use.md' or its corresponding type declarations.
1	skills/bundled/claudeInChrome.ts :: TS2339 :: Property 'name' does not exist on type 'string'.
1	skills/bundled/skillify.ts :: TS2339 :: Property 'text' does not exist on type 'never'.
1	skills/bundled/verifyContent.ts :: TS2307 :: Cannot find module './verify/examples/cli.md' or its corresponding type declarations.
1	skills/bundled/verifyContent.ts :: TS2307 :: Cannot find module './verify/examples/server.md' or its corresponding type declarations.
1	skills/bundled/verifyContent.ts :: TS2307 :: Cannot find module './verify/SKILL.md' or its corresponding type declarations.
1	tasks/LocalAgentTask/LocalAgentTask.tsx :: TS2339 :: Property 'cache_creation_input_tokens' does not exist on type 'unknown'.
1	tasks/LocalAgentTask/LocalAgentTask.tsx :: TS2339 :: Property 'cache_read_input_tokens' does not exist on type 'unknown'.
1	tasks/LocalAgentTask/LocalAgentTask.tsx :: TS2339 :: Property 'input_tokens' does not exist on type 'unknown'.
1	tasks/LocalAgentTask/LocalAgentTask.tsx :: TS2339 :: Property 'input' does not exist on type 'string | MessageContentBlock'.
4	tasks/LocalAgentTask/LocalAgentTask.tsx :: TS2339 :: Property 'name' does not exist on type 'string | MessageContentBlock'.
1	tasks/LocalAgentTask/LocalAgentTask.tsx :: TS2339 :: Property 'output_tokens' does not exist on type 'unknown'.
1	tasks/LocalAgentTask/LocalAgentTask.tsx :: TS2339 :: Property 'type' does not exist on type 'string | MessageContentBlock'.
2	tasks/LocalMainSessionTask.ts :: TS2322 :: Type 'string' is not assignable to type '`${string}-${string}-${string}-${string}-${string}`'.
1	tasks/LocalMainSessionTask.ts :: TS2339 :: Property 'input' does not exist on type 'string | MessageContentBlock'.
1	tasks/LocalMainSessionTask.ts :: TS2339 :: Property 'name' does not exist on type 'string | MessageContentBlock'.
2	tasks/LocalMainSessionTask.ts :: TS2339 :: Property 'notified' does not exist on type 'TaskState'.
1	tasks/LocalMainSessionTask.ts :: TS2339 :: Property 'text' does not exist on type 'string | MessageContentBlock'.
2	tasks/LocalMainSessionTask.ts :: TS2339 :: Property 'type' does not exist on type 'string | MessageContentBlock'.
2	tasks/LocalShellTask/LocalShellTask.tsx :: TS2339 :: Property 'notified' does not exist on type 'TaskState'.
1	tasks/RemoteAgentTask/RemoteAgentTask.tsx :: TS2339 :: Property 'filter' does not exist on type 'string | SDKContentBlock[]'.
2	tasks/RemoteAgentTask/RemoteAgentTask.tsx :: TS2339 :: Property 'lastIndexOf' does not exist on type 'unknown'.
1	tasks/RemoteAgentTask/RemoteAgentTask.tsx :: TS2339 :: Property 'notified' does not exist on type 'TaskState'.
1	tasks/RemoteAgentTask/RemoteAgentTask.tsx :: TS2339 :: Property 'slice' does not exist on type 'unknown'.
4	tasks/RemoteAgentTask/RemoteAgentTask.tsx :: TS2345 :: Argument of type 'string | SDKContentBlock[]' is not assignable to parameter of type 'readonly { readonly type: string; }[]'.
2	tasks/RemoteAgentTask/RemoteAgentTask.tsx :: TS2345 :: Argument of type 'unknown' is not assignable to parameter of type 'string'.
2	tasks/RemoteAgentTask/RemoteAgentTask.tsx :: TS2550 :: Property 'findLast' does not exist on type 'SDKMessageBase[]'. Do you need to change your target library? Try changing the 'lib' compiler option to 'es2023' or later.
1	tasks/stopTask.ts :: TS2339 :: Property 'notified' does not exist on type 'TaskState'.
7	Tool.ts :: TS2315 :: Type 'ProgressMessage' is not generic.
1	Tool.ts :: TS2339 :: Property 'type' does not exist on type 'unknown'.
9	Tool.ts :: TS2503 :: Cannot find namespace 'React'.
1	tools/AgentTool/AgentTool.tsx :: TS2322 :: Type 'unknown' is not assignable to type 'string'.
3	tools/AgentTool/AgentTool.tsx :: TS2339 :: Property 'data' does not exist on type 'void | Message'.
1	tools/AgentTool/AgentTool.tsx :: TS2339 :: Property 'errors' does not exist on type 'RemoteAgentPreconditionResult'.
1	tools/AgentTool/AgentTool.tsx :: TS2339 :: Property 'message' does not exist on type 'never'.
1	tools/AgentTool/AgentTool.tsx :: TS2339 :: Property 'toolUseID' does not exist on type 'void | Message'.
4	tools/AgentTool/AgentTool.tsx :: TS2339 :: Property 'type' does not exist on type 'void | Message'.
3	tools/AgentTool/AgentTool.tsx :: TS2345 :: Argument of type '{ agentId: AgentId; parentSessionId: string; agentType: "subagent"; subagentName: string; isBuiltIn: boolean; invokingRequestId: unknown; invocationKind: "spawn"; invocationEmitted: boolean; }' is not assignable to parameter of type 'AgentContext'.
1	tools/AgentTool/AgentTool.tsx :: TS2345 :: Argument of type 'void | Message' is not assignable to parameter of type 'AssistantMessage'.
3	tools/AgentTool/AgentTool.tsx :: TS2345 :: Argument of type 'void | Message' is not assignable to parameter of type 'Message'.
2	tools/AgentTool/AgentTool.tsx :: TS2353 :: Object literal may only specify known properties, and 'message' does not exist in type 'Progress'.
5	tools/AgentTool/AgentTool.tsx :: TS2367 :: This comparison appears to be unintentional because the types '"external"' and '"ant"' have no overlap.
1	tools/AgentTool/AgentTool.tsx :: TS2550 :: Property 'findLast' does not exist on type 'Message[]'. Do you need to change your target library? Try changing the 'lib' compiler option to 'es2023' or later.
1	tools/AgentTool/AgentTool.tsx :: TS2769 :: No overload matches this call.
2	tools/AgentTool/agentToolUtils.ts :: TS2339 :: Property 'filter' does not exist on type 'string | MessageContentBlock[]'.
1	tools/AgentTool/agentToolUtils.ts :: TS2339 :: Property 'findLast' does not exist on type 'string | MessageContentBlock[]'.
1	tools/AgentTool/agentToolUtils.ts :: TS2339 :: Property 'type' does not exist on type 'string | MessageContentBlock'.
1	tools/AgentTool/agentToolUtils.ts :: TS2345 :: Argument of type 'string | MessageContentBlock[]' is not assignable to parameter of type 'readonly { readonly type: string; }[]'.
1	tools/AgentTool/agentToolUtils.ts :: TS2345 :: Argument of type 'unknown' is not assignable to parameter of type 'BetaUsage'.
1	tools/AgentTool/agentToolUtils.ts :: TS2739 :: Type '{}' is missing the following properties from type '{ input_tokens: number; output_tokens: number; cache_creation_input_tokens?: number; cache_read_input_tokens?: number; server_tool_use?: { web_search_requests: number; web_fetch_requests: number; }; service_tier?: "priority" | ... 1 more ... | "batch"; cache_creation?: { ...; }; }': input_tokens, output_tokens
1	tools/AgentTool/forkSubagent.ts :: TS2322 :: Type '(string | MessageContentBlock)[]' is not assignable to type 'string | MessageContentBlock[]'.
1	tools/AgentTool/forkSubagent.ts :: TS2339 :: Property 'filter' does not exist on type 'string | MessageContentBlock[]'.
1	tools/AgentTool/loadAgentsDir.ts :: TS2322 :: Type '{ isolation?: "worktree"; memory?: "user" | "project" | "local"; background?: true; initialPrompt?: string; skills?: string[]; maxTurns?: number; hooks?: Partial<Record<"PreToolUse" | "PostToolUse" | "PostToolUseFailure" | ... 23 more ... | "FileChanged", { ...; }[]>>; ... 9 more ...; whenToUse: string; }' is not assignable to type 'CustomAgentDefinition'.
2	tools/AgentTool/runAgent.ts :: TS2322 :: Type 'string' is not assignable to type '`${string}-${string}-${string}-${string}-${string}`'.
1	tools/AgentTool/runAgent.ts :: TS2339 :: Property 'killMonitorMcpTasksForAgent' does not exist on type 'typeof import("/usr/local/develop/open-source/claude-code/tasks/MonitorMcpTask/MonitorMcpTask")'.
2	tools/AgentTool/runAgent.ts :: TS2339 :: Property 'type' does not exist on type 'unknown'.
1	tools/AgentTool/runAgent.ts :: TS2345 :: Argument of type 'unknown' is not assignable to parameter of type 'number'.
2	tools/AgentTool/runAgent.ts :: TS2345 :: Argument of type 'unknown' is not assignable to parameter of type 'string'.
17	tools/AgentTool/UI.tsx :: TS2315 :: Type 'ProgressMessage' is not generic.
1	tools/AgentTool/UI.tsx :: TS2339 :: Property 'agentId' does not exist on type 'AgentToolProgress'.
2	tools/AgentTool/UI.tsx :: TS2339 :: Property 'message' does not exist on type 'AgentToolProgress'.
1	tools/AgentTool/UI.tsx :: TS2339 :: Property 'prompt' does not exist on type 'AgentToolProgress'.
1	tools/AgentTool/UI.tsx :: TS2353 :: Object literal may only specify known properties, and 'inference_geo' does not exist in type 'BetaUsage'.
3	tools/AgentTool/UI.tsx :: TS2367 :: This comparison appears to be unintentional because the types '"external"' and '"ant"' have no overlap.
3	tools/AgentTool/UI.tsx :: TS2550 :: Property 'findLast' does not exist on type 'any[]'. Do you need to change your target library? Try changing the 'lib' compiler option to 'es2023' or later.
1	tools/BashTool/bashPermissions.ts :: TS2339 :: Property 'error' does not exist on type 'ShellParseResult'.
1	tools/BashTool/bashPermissions.ts :: TS2339 :: Property 'reason' does not exist on type 'SemanticCheckResult'.
1	tools/BashTool/BashTool.tsx :: TS2345 :: Argument of type 'string' is not assignable to parameter of type '`${string}-${string}-${string}-${string}-${string}`'.
1	tools/BashTool/BashTool.tsx :: TS2353 :: Object literal may only specify known properties, and 'type' does not exist in type 'BashProgress'.
1	tools/BashTool/sedValidation.ts :: TS2339 :: Property 'error' does not exist on type 'ShellParseResult'.
3	tools/BashTool/UI.tsx :: TS2315 :: Type 'ProgressMessage' is not generic.
1	tools/EnterPlanModeTool/UI.tsx :: TS2315 :: Type 'ProgressMessage' is not generic.
1	tools/EnterWorktreeTool/UI.tsx :: TS2315 :: Type 'ProgressMessage' is not generic.
1	tools/ExitPlanModeTool/UI.tsx :: TS2315 :: Type 'ProgressMessage' is not generic.
1	tools/ExitWorktreeTool/UI.tsx :: TS2315 :: Type 'ProgressMessage' is not generic.
1	tools/FileEditTool/FileEditTool.ts :: TS2345 :: Argument of type 'string' is not assignable to parameter of type '`${string}-${string}-${string}-${string}-${string}`'.
1	tools/FileReadTool/FileReadTool.ts :: TS2339 :: Property 'error' does not exist on type 'PDFResult<{ type: "pdf"; file: { filePath: string; base64: string; originalSize: number; }; }>'.
